CODFILIAL;NUMPED;CNPJ_FORNECEDOR;FORNECEDOR;CNPJ_CLIENTE;CLIENTE;ESTADO;TOTAL_FATURADO;VALOR_DEVOLVIDO
3;1045003632;30083;LOLLY BABY PRODUTOS INFANTIS L;87995,0;SUPERMERCADO MORANGUINHO LTDA;CE;14787,98;
3;1374005566;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;80533,0;MACEDO COMERCIO DE MEDICAMENTOS LTDA;CE;775,64;
3;1465019972;790595;CERAS JOHNSON LTDA;71056,0;FARMACIA MONTEIRO E CASTRO LTDA ME;CE;290,51;
3;1298025307;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;85007,0;DROGARIA ULTRAPOPULAR CANINDE LTDA;CE;388,2;
1;1064017709;33928;GEOLAB IND FARMACEUTICA S/A;80318,0;DROGARIA DO ARCO LTDA;CE;274,12;
5;2314001782;2378;BELFAR LTDA;131344,0;C A DUTRA;MA;216,36;
8;2402001401;789603;SOFTYS BRASIL LTDA;102214,0;M & B COMERCIO DE MEDICAMENTOS LTDA - ME;PE;2160,67;
5;2306001285;794671;PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;92617,0;R M SANTOS-ME;MA;655,36;
1;2279002120;47252;HYPERA S.A;119544,0;FARMACIA NOGUEIRA 3 LTDA;CE;478,52;
1;1983007074;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;80467,0;G S DE MOURA PROD. FARM. LTDA;CE;240,5;
1;477047613;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;6785,0;DROGARIA SANTO ANTONIO LTDA ME;CE;121,65;
1;424067562;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;88400,0;ALBUQUERQUE E BEZERRA LTDA;CE;467,78;
5;353041019;5582;EMS S/A;95647,0;METTA DROGARIAS LTDA;MA;763,39;
5;2399001233;794919;EMS S/A;92677,0;F P ALMEIDA FARMACIA;MA;2853,53;
1;1993004919;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;85693,0;DROG. N. S. DA ROSA MISTICA;CE;1724,54;
7;2409000757;47252;HYPERA S.A;123811,0;BURITI COMERCIO DE MEDICAMENTOS LTDA;BA;165,36;
3;4383021485;789112;MILI SA;93644,0;FRANCISCO RONALDO FERREIRA ARAGAO;CE;3831,09;
3;5950012001;30083;LOLLY BABY PRODUTOS INFANTIS L;122397,0;EMANUELA F FERNANDES COMERCIO DE PRODUTOS FARMACEUTICOS LTD;CE;2415,53;6,99
5;2306001163;794671;PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;93814,0;CELLA E FERNANDES DROGARIAS LTDA;MA;917,22;
5;2315002410;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;74403,0;M S V DE ANDRADE E COMPANHIA LTDA;MA;857,2;
7;1964002144;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;7565,0;FARMACIA AVENIDA DE MILAGRES LTDA;BA;2873,6;
3;772310453;795345;DINNO BABY - DIST DE COSMET BY FATTORE LTDA - EPP;80821,0;M.J.DE SENA LTDA-MATRIZ;CE;520,4;
7;2087002860;789603;SOFTYS BRASIL LTDA;1136,0;DROGARIA  SILVA NASCIMENTO LTDA;BA;830,18;
2;1137050554;789825;AIRELA INDUSTRIA FARMACEUTICA LTDA;57622,0;AMELIA ROSA DOS SANTOS ME;PI;2463,72;
7;1910003080;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;126568,0;DROGARIA MENOR PRECO VILA AMORIM LTDA;BA;6816,04;
3;477047268;794671;PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;81074,0;DROGARIA AGUIAR PAULA LTDA;CE;1012,78;
5;1271023613;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;76082,0;S C SODRE FERREIRA ME;MA;943,82;
1;82107130;795257;HERBALSAVE PRODUTOS NATURAIS E IMPORTACAO LTDA;97835,0;DROGARIAS ESPERANCA DIVINA LTDA;CE;2539,46;
2;1137050503;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;72702,0;AURELIO ALMEIDA DE MACEDO;PI;1698,21;
5;525037194;5582;EMS S/A;72753,0;M F A E BRAGA DE OLIVEIRA ME;MA;1032,05;
7;1725006836;47252;HYPERA S.A;121992,0;E M M FARMA LIFE LTDA;BA;245,74;
1;82107135;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;81356,0;FCIA CENTER POPULAR LTDA;CE;64,79;
3;522011263;794671;PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;81074,0;DROGARIA AGUIAR PAULA LTDA ME;CE;1042,44;
5;1289019229;33928;GEOLAB IND FARMACEUTICA S/A;126522,0;DROGARIA LPFARMA LTDA;MA;2266,96;
2;1137050515;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;59951,0;ROSANGELA R DE OLIVEIRA LEAL;PI;2130,71;
2;429022817;792019;TORRENT DO BRASIL LTDA;54933,0;FARMACIA POPULAR DO DIRCEU LTD;PI;1102,02;
7;1828011651;47252;HYPERA S.A;120098,0;VALDILENE SANTOS DE FREITAS DOS REIS;BA;363,1;
1;610077390;790808;MULTILAB IND E COM DE PROD FARMAC LTDA (NVQ);93389,0;COMERCIO VAREJISTA DE MEDICAMENTOS FARMACIA CENTRAL LTDA;CE;69,13;
7;1492011407;47252;HYPERA S.A;6083,0;DERMA LIMA CORREA;BA;166,3;
2;2271002592;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;60798,0;BERGIBALDO BARBOSA BEZERRA ME;PI;1354,49;
3;1374005510;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;86849,0;JOSE VANDEILSON UCHOA VIANA MEDICAMENTOS;CE;2195,88;
3;2124001598;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;119544,0;FARMACIA NOGUEIRA 7 LTDA ME;CE;1245,96;
3;1203005233;795345;DINNO BABY - DIST DE COSMET BY FATTORE LTDA - EPP;120928,0;FARMALOPES COMERCIO DE MEDICAMENTOS LTDA;CE;1252,68;
1;1465019697;792141;GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;104265,0;MARTILANDIA SOARES LIMA FERNANDES PIMENTEL LTDA;CE;905,19;
1;1465019782;794919;EMS S/A;127122,0;RAIMUNDO GERSON PAULINO ME;CE;639,01;
3;132025997;789112;MILI SA;80576,0;DROGAMASTER LTDA EPP;CE;2013,81;
3;6292050443;789112;MILI SA;80588,0;M.  MICHELLE SARAIVA MOREIRA M;CE;2303,9;
3;33013996;790094;DENTAL CLEAN - HIGIMASTER DIST DE PROD DE HIG LTDA;91357,0;J I ARAUJO MEDICAMENTOS;CE;856,79;
8;2510000183;789603;SOFTYS BRASIL LTDA;101749,0;B G DE Q ANDRADE & CIA LTDA;PE;536,86;
2;1293027667;33928;GEOLAB IND FARMACEUTICA S/A;131512,0;DROGARIAS LEVE MAIS LTDA;PI;403,05;
2;363057560;47252;HYPERA S.A;72982,0;P L MOREIRA-ME;PI;1323,76;
1;6292050497;47252;HYPERA S.A;20039,0;JA E IJ COMERCIO DE MEDICAMENTOS DO BRASIL LTDA;CE;2370,79;
8;2510000173;789603;SOFTYS BRASIL LTDA;102129,0;HH COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;PE;295,92;
2;1107006348;789423;KLEY HERTZ DISTRIBUIDORA LTDA;62243,0;DROGATEL FARMACIA LTDA;PI;7897,12;
1;424067306;792019;TORRENT DO BRASIL LTDA;122334,0;CATARINA EMPREENDIMENTOS FARMACEUTICOS LTDA;CE;1052,73;
1;424067306;47252;HYPERA S.A;122334,0;CATARINA EMPREENDIMENTOS FARMACEUTICOS LTDA;CE;1052,73;
1;424067306;789614;HALEON BRASIL DISTRIBUIDORA LTDA (GSK);122334,0;CATARINA EMPREENDIMENTOS FARMACEUTICOS LTDA;CE;1052,73;
1;483076241;791697;RIO AUREMAR PLASTICOS LTDA - ME;89531,0;PAULO LUIS MARTNS ME;CE;350,96;
1;6292050479;47252;HYPERA S.A;20039,0;I&J SERVICOS E PRODUTOS DO BRASIL LTDA;CE;1307,23;98,04
1;42113737;47252;HYPERA S.A;80576,0;FARMACIAS  ALDESUL LTDA-MATRIZ;CE;12664,58;
1;530076899;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;83144,0;FARMACIA DOSE CERTA LJ 11;CE;865,99;
8;1594013166;789603;SOFTYS BRASIL LTDA;119703,0;MELO E NEVES FARMACIA LTDA;PE;557,84;
2;1293027670;33286;MULTILAB IND E COM DE PROD FARMAC LTDA (MARCAS);130362,0;MARINHO EMPREENDIMENTOS FARMACEUTICOS LTDA;PI;706,56;
3;14020370;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;83453,0;FRANCISCO LAERCIO TELES BRAGA F2;CE;1298,96;
1;559025557;47252;HYPERA S.A;80853,0;JOSEMARIA BEZERRA OLIVEIRA ME;CE;2487,45;
3;1298025343;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;85007,0;DROGARIA ULTRAPOPULAR PARAIPABA LTDA;CE;267,08;
1;657036252;792019;TORRENT DO BRASIL LTDA;81192,0;COMERCIAL FARMACEUTICA FDK LTDA;CE;1044,02;
3;441020533;792121;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;81356,0;ULTRA POPULAR CASCAVEL LTDA;CE;3026,16;155,7
1;326120236;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;93543,0;ANTONIA LINDALVA DO ESPERITO SANTO MACIEL;CE;52,81;
1;82107582;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;85007,0;DROGRARIA ULTRAPOPULAR PARAIPABA LTDA;CE;717,6;
5;525037456;53333;GERMED FARMACEUTICA LTDA;92940,0;W DA S NASCIMENTO ME;MA;4959,62;4959,61
1;82108266;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;85007,0;FARMANOSSA COMERCIO DE MEDICAMENTOS LTDA ME;CE;260,92;
3;1984002360;789603;SOFTYS BRASIL LTDA;104322,0;G M FREITAS LTDA;CE;5379,43;
1;1075042501;37273;LEGRAND PHARMA IND FARM LTDA;81309,0;TORRES SANTIAGO E COMP.LTDA;CE;860,87;
3;5950012203;789603;SOFTYS BRASIL LTDA;20039,0;IJM COMERCIO DE MEDICAMENTOS DO BRASIL LTDA;CE;17409,79;
5;1254007450;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;91836,0;V S OLIVEIRA & CIA LTDA;MA;1162,2;
3;522011400;794671;PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;81074,0;DROGARIA AGUIAR PAULA LTDA ME;CE;0,0;
3;530076504;794029;WELLA BRASIL LTDA;80576,0;FARMACIA CAUCAIA LTDA ME FILIAL 2;CE;4900,29;
7;2490000101;789603;SOFTYS BRASIL LTDA;6865,0;COMERCIAL FARMACEUTICO SANTA TEREZA LTDA;BA;5098,98;
1;6292050285;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;87198,0;FARMACIA PALMACIA LTDA;CE;879,72;
7;2426000286;789603;SOFTYS BRASIL LTDA;7057,0;CERQUEIRA E SOUZA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;BA;2901,34;
7;1964002125;789603;SOFTYS BRASIL LTDA;7565,0;FARMACIA AVENIDA DE MILAGRES LTDA;BA;15353,42;
3;772310448;789603;SOFTYS BRASIL LTDA;97412,0;C L P RIBEIRO ME;CE;14924,09;
3;443035922;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;93179,0;COMERCIAL DE MEDICAMENTOS COMPLEXO PHARMA LTDA;CE;10222,28;
1;400285316;791209;HIDROLIGHT DO BRASIL S.A;89397,0;F DO N CARVALHO ME;CE;1966,67;
3;1381005165;789603;SOFTYS BRASIL LTDA;96158,0;A A HENRIQUE V LIMA LTDA.;CE;13990,8;
1;953043600;795257;HERBALSAVE PRODUTOS NATURAIS E IMPORTACAO LTDA;96743,0;FARMACIA PLANETA LTDA ME;CE;899,1;
3;1117024584;794671;PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;80442,0;SAO MATEUS COM DE MEDICAMENTOS;CE;959,49;
1;483076109;31305;LABORATORIO GLOBO LTDA;80565,0;FARMACIA MENESCAL LTDA;CE;3363,41;
1;483076109;31267;MEDQUIMICA IND FARMACEUTICA S.;80565,0;FARMACIA MENESCAL LTDA;CE;3363,41;
7;1492011390;47252;HYPERA S.A;10095,0;SANDRA APARECIDA QUEIROZ E SOUZA EIRELI;BA;1094,84;
3;2069003286;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;131831,0;JOSE LEONARDO F LTDA;CE;1570,8;
1;6570041900;47252;HYPERA S.A;93555,0;FCNN COMERCIO DE MEDICAMENTOS EIRELI;CE;1176,51;
1;82107383;47252;HYPERA S.A;85007,0;DROGARIA ULTRAPOPULAR AQUIRAZ LTDA;CE;588,25;
5;2516000158;47252;HYPERA S.A;93814,0;L M CELLA DROGARIAS LTDA;MA;367,61;
7;2087002958;789603;SOFTYS BRASIL LTDA;3680,0;E C VELANES & CIA LTDA;BA;335,88;
5;2487000116;795345;DINNO BABY - DIST DE COSMET BY FATTORE LTDA - EPP;94670,0;F AFONSO NETO & CIA LTDA;MA;519,19;
1;483076241;792019;TORRENT DO BRASIL LTDA;89531,0;PAULO LUIS MARTNS ME;CE;350,96;
1;1465019803;33928;GEOLAB IND FARMACEUTICA S/A;134891,0;J R C SILVA E CIA LTDA;CE;383,22;
7;1939009060;31305;LABORATORIO GLOBO LTDA;4672,0;FARME BRITO LTDA - EPP;BA;79,47;
3;2419000437;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;123399,0;AGB PRODUTOS FARMACEUTICOS LTDA  ME;CE;13671,28;
3;2419000456;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;123399,0;AGB CAUCAIA LTDA;CE;16269,0;
1;559025560;47252;HYPERA S.A;92328,0;NATASHA K C MENDES E VALERIA M CORREIA LTDA;CE;2117,08;
5;2516000213;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;93814,0;CELLA THOMAZ DROGARIAS LTDA;MA;654,84;
1;1117024576;33928;GEOLAB IND FARMACEUTICA S/A;90050,0;OLIVEIRA E SOUSA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA ME;CE;250,82;
3;816020604;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;118536,0;CENTRAL POPULAR SANTA QUITERIA LTDA;CE;419,88;
3;1298025287;795345;DINNO BABY - DIST DE COSMET BY FATTORE LTDA - EPP;85007,0;FARMANOSSA PRODUTOS FARMACEUTICOS LTDA ME LJ 12;CE;448,38;
1;6292050515;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;20039,0;IDEBERG JACO MAIA MEDICAMENTOS;CE;3537,06;
1;2279002116;47252;HYPERA S.A;119544,0;NIELSON NOGUEIRA DOS SANTOS EIRELI ME;CE;478,52;
3;1298025353;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;85007,0;FARMACIA GOTA MAIS LTDA FILIAL02;CE;515,08;
1;1465019829;795348;FIBRAVITE INDUSTRIA DE COSMETICOS LTDA;131831,0;JOSE LEONARDO F LTDA;CE;1317,19;1317,21
3;4150034325;789603;SOFTYS BRASIL LTDA;96743,0;COMERCIAL DE MEDICAMENTOS TELEFARMA LTDA;CE;2934,23;
1;483076422;33928;GEOLAB IND FARMACEUTICA S/A;120610,0;COMERCIO FARMACEUTICO NOVA FARMA LTDA;CE;545,67;
1;1075042520;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;97412,0;C L P RIBEIRO ME;CE;720,17;
3;571011893;792121;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;85007,0;FARMACIA GOTA MAIS LTDA;CE;426,71;
5;2026001855;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;96359,0;COMERCIO DE MEDICAMENTOS FENIX LTDA;MA;757,95;
3;522011309;789603;SOFTYS BRASIL LTDA;94101,0;BARBOSA E LEITAO ALIMENTOS LTDA;CE;2934,24;
1;82108434;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;86285,0;PROVIDA LTDA;CE;125,7;
5;525037495;5582;EMS S/A;72753,0;M F A E BRAGA DE OLIVEIRA ME;MA;130,79;
5;2026001889;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;96359,0;COMERCIO DE MEDICAMENTOS FENIX LTDA;MA;898,45;
1;1993004815;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;88968,0;N P COMERCIO DE MEDICAMENTOS LTDA;CE;164,11;
3;1324004427;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;80467,0;COMERCIAL DE MEDICAMENTOS FEITOSA II LTDA;CE;1816,12;
3;571012031;789603;SOFTYS BRASIL LTDA;85007,0;DROGARIA ULTRAPOPULAR ITAPAJE LTDA;CE;1692,0;
3;441020701;789603;SOFTYS BRASIL LTDA;81356,0;FARMACIA ESPERANCA DIVINA LTDA;CE;638,55;
1;610078227;792019;TORRENT DO BRASIL LTDA;80564,0;COMERCIAL DE MEDICAMENTOS SOLONOPOLE LTDA;CE;916,81;
3;816020941;794671;PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;126129,0;D R F DE CARVALHO LTDA  ME;CE;0,0;
1;530077923;33057;NATULAB LABORATORIO LTDA;80576,0;FARMACIAS  ALDESUL LTDA-MATRIZ;CE;728,3;1,88
7;1828012185;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;7565,0;FARMACIA AVENIDA DE FEIRA DE SANTANA LTDA;BA;94,25;
3;2081002084;789603;SOFTYS BRASIL LTDA;91928,0;DROGARIA QUEIROGA MEDICAMENTOS LTDA ME;CE;2206,66;
3;2419000425;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;97215,0;R M FARMACIA LTDA;CE;39565,53;
7;2458000230;789603;SOFTYS BRASIL LTDA;3707,0;G. BARROS & CIA LTDA;BA;4241,64;
5;2306001161;794671;PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;93814,0;DROGARIAS CELLA E CELLA LTDA;MA;223,38;
3;443035930;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;80564,0;COMERCIAL DE MEDICAMENTOS SILVA LTDA;CE;4195,52;
7;2134007605;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;3434,0;DROGARIA VILA MARIANA LTDA;BA;775,22;72,79
3;1998003730;789112;MILI SA;80953,0;DROGARIA CARNEIRO LTDA F 5;CE;1167,82;
7;1642003323;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;7104,0;LIBORIO & LIBORIO LTDA;BA;1485,76;
3;20018365;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;99434,0;L A L DE AGUIAR  ME;CE;1320,0;
3;522011251;789603;SOFTYS BRASIL LTDA;6785,0;DROGARIA SANTO ANTONIO LTDA ME;CE;5883,05;
3;14020267;789603;SOFTYS BRASIL LTDA;83453,0;FRANCISCO RIVAILLDON TELES BRAGA LTDA F9;CE;4230,0;
8;1907007419;30241;KIMBERLY-CLARK BRASIL IND.E CO;121015,0;SILVA E ARAUJO PRODUTOS FARMACEUTICOS LTDA;PE;1290,82;
9;2146005855;33057;NATULAB LABORATORIO LTDA;103866,0;VERLAINE SOUZA NOGUEIRA FARMACIA;PE;193,43;
3;4383021554;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;121553,0;ERICA PATRICIA C DE AGUIAR  ME;CE;3044,88;
7;1499009747;47252;HYPERA S.A;7104,0;LIBORIO & LIBORIO LTDA;BA;5392,16;
1;1101015998;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;121551,0;NOSSA SENHORA DAS GRACAS LTDA;CE;594,13;
3;14020309;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;83453,0;FCO RIVAILLDON TELES BRAGA EPP F6;CE;1116,0;
1;42113763;47252;HYPERA S.A;86705,0;FARMACIA DA ECONOMIA CEARENSE LTDA FILIAL 21;CE;4168,26;
8;1585008893;789603;SOFTYS BRASIL LTDA;103305,0;M. C. DE SOUSA MACEDO;PE;1152,28;
8;1601007748;789603;SOFTYS BRASIL LTDA;122071,0;FW4 ADMINISTRADORA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;PE;2290,67;
3;5950012043;789603;SOFTYS BRASIL LTDA;20039,0;GERARDO DE SOUSA MAIA COM DE MEDIC DO BRASIL LTDA;CE;2410,26;
2;1107006341;789423;KLEY HERTZ DISTRIBUIDORA LTDA;64432,0;FARMACIAS TOUREIROFARMA LTDA;PI;6180,97;
3;5950012037;792121;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;80564,0;COMERCIAL DE MEDICAMENTOS NUNES LTDA;CE;2871,75;6,88
8;1456011424;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;102068,0;DROGARIA CACHOEIRINHA LTDA - ME;PE;3855,74;
5;7670028544;5582;EMS S/A;94058,0;DROGARIA J L CITY LTDA;MA;617,45;
3;14020311;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;83453,0;COML.DE MED TELES BRAGA F4;CE;3311,88;
3;132026000;789112;MILI SA;80576,0;FARM.CAUCAIA LTDA-EPP;CE;1723,43;
1;82107633;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;85007,0;DROGARIA ULTRAPOPULAR AQUIRAZ LTDA ME;CE;387,41;
1;82107583;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;85007,0;POUPEFARMA COMERCIO VAREJISTA DE MEDICAMENTOS LTDA;CE;751,55;
7;1466009928;789603;SOFTYS BRASIL LTDA;4672,0;FARME BRITO LTDA;BA;1440,0;
1;1465019851;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;132758,0;CARIO ROGER CARVALHO ARAUJO LTDA;CE;729,12;
8;1907007537;789603;SOFTYS BRASIL LTDA;121015,0;ARTUR SILVA E MATIAS PRODUTOS FARMACEUTICOS LTDA;PE;6079,59;
1;1756012463;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;95167,0;MARIA DAS GRACAS M OLIVEIRA ME;CE;131,0;
3;1045003582;795345;DINNO BABY - DIST DE COSMET BY FATTORE LTDA - EPP;87995,0;SUPERMERCADO MORANGUINHO LTDA;CE;1836,8;
1;424067446;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;89063,0;ARAUJO E ANDRADE EMPREENDIMENT;CE;553,94;
1;1465019882;30791;LABORATORIO TEUTO BRASILEIRO S/A;88217,0;MARIA ELISANGELA  BRANDAO;CE;634,84;241,17
3;1384013584;789603;SOFTYS BRASIL LTDA;129511,0;REALPHARMA LTDA;CE;1532,8;
3;571012034;789603;SOFTYS BRASIL LTDA;85007,0;POUPEFARMA AMONTADA LTDA L18;CE;3196,0;
8;2402001383;30241;KIMBERLY-CLARK BRASIL IND.E CO;100933,0;A M V COMERCIO DE PRODUTOS FARMACEUTICOS LTDA ME;PE;427,09;
1;610077737;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;80564,0;COMERCIAL DE MEDICAMENTOS SILVA LTDA;CE;601,74;43,26
5;2026001859;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;96359,0;COMERCIO DE MEDICAMENTOS FENIX LTDA;MA;674,52;
1;1756012535;47252;HYPERA S.A;95799,0;J. DE S. SOARES;CE;265,06;
1;82108271;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;85007,0;DROGRARIA ULTRAPOPULAR PARAIPABA LTDA;CE;488,91;
1;326120542;795257;HERBALSAVE PRODUTOS NATURAIS E IMPORTACAO LTDA;91729,0;ROBERTO DE FREITAS PEREIRA;CE;60,14;
3;1372005859;789603;SOFTYS BRASIL LTDA;93935,0;ANDRADE E QUIRINO MEDICAMENTOS LTDA;CE;4401,36;
1;1102107112;47252;HYPERA S.A;121189,0;D DE CARVALHO VIEIRA GUEDES EIRELI ME;CE;402,09;
1;82108287;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;85007,0;POUPEFARMA AMONTADA LTDA L18;CE;222,22;
1;1075042754;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;93555,0;FARMANATO COMERCIO DE MEDICAMENTO LTDA;CE;439,67;
1;1117025179;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;97864,0;J C COMERCIO DE MEDICAMENTOS LTDA;CE;754,69;
7;2476000922;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;7057,0;CERQUEIRA E SOUZA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;BA;1032,7;
1;1983007704;792019;TORRENT DO BRASIL LTDA;80467,0;THACIANA NOBREGA QUEIROGA FEIT;CE;152,8;
1;1983007702;792019;TORRENT DO BRASIL LTDA;80467,0;FL FEITOSA 4 PRODUTOS FARMACEUTICOS LTDA;CE;687,61;
1;6292051315;792019;TORRENT DO BRASIL LTDA;87265,0;FARMACIA LA DE CASA LTDA;CE;431,25;
7;2477000320;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;99256,0;BIGFORT FARMACIAS LF LTDA;BA;102372,0;
2;2039005718;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;54755,0;A F M DE MELO ATACAREJO DE FRALDAS E PERFUMARIA LTDA;PI;998,97;
3;1381005176;794671;PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;123829,0;R DA SILVA VIEIRA  ME;CE;1219,03;
2;2015011735;47252;HYPERA S.A;55107,0;A BARBOSA SOBRINHO;PI;3557,64;
1;483076000;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;93752,0;F NIKELLY PEREIRA DE ALMEIDA;CE;3384,09;
2;1137050560;5582;EMS S/A;57789,0;FRANCISCO ASSIS COELHO DROGAR;PI;1492,43;
3;1869001844;789603;SOFTYS BRASIL LTDA;80100,0;SUPERFARMA PINHEIRO LTDA ME;CE;3032,05;
1;610077361;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;80564,0;FARMACIA SOLONOPOLES LTDA;CE;103,55;
1;1983006605;47252;HYPERA S.A;80467,0;F L FEITOSA COMERCIO DE MEDIC;CE;392,17;
5;353040663;33928;GEOLAB IND FARMACEUTICA S/A;95647,0;DROGARIA ULTRA POPULAR MARANHENSE LTDA;MA;1258,21;
3;1075041962;794671;PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;80983,0;FARM.LIMOEIRENSE;CE;1065,48;
3;132025960;795345;DINNO BABY - DIST DE COSMET BY FATTORE LTDA - EPP;96743,0;FARMACIA PLANETA LTDA ME;CE;2054,48;
7;1910003101;30241;KIMBERLY-CLARK BRASIL IND.E CO;104453,0;G & S MEDICAL LTDA;BA;516,52;
3;1324004245;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;80467,0;THALYNNE NOBREGA QUEIROGA FEIT;CE;725,94;
1;1075041998;791209;HIDROLIGHT DO BRASIL S.A;97412,0;C L P RIBEIRO;CE;757,74;
5;2315002468;33286;MULTILAB IND E COM DE PROD FARMAC LTDA (MARCAS);72192,0;J B GARRETO MEDICAMENTOS LTDA;MA;258,73;
5;2306001171;794671;PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;93814,0;L M CELLA DROGARIAS LTDA;MA;2541,78;
3;521017455;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;96621,0;JOSE WILKER MARTINS DA SILVA;CE;1322,76;
3;1203005238;794671;PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;87265,0;FARMACIA LA DE CASA LTDA;CE;2954,7;37,23
5;2489000031;30241;KIMBERLY-CLARK BRASIL IND.E CO;93814,0;CELLA THOMAZ DROGARIAS LTDA;MA;869,76;
