fornecedor_nome;fornecedor_cnpj;cliente_nome;cliente_cnpj;estado;total_valor_pedido;total_pedidos_qtd
TORRENT DO BRASIL LTDA;792019;FCIA DUDA E GABI;2961;BA;743.56;1
NEOQUIMICA;47252;FARMASUL;100720;PE;6500.00;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;FARMACIA SAMPAIO;125385;CE;805.38;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;FARMACIA MAURITI;88002;CE;3000.00;1
NATULAB LABORATORIO LTDA;33057;DROGASOL;92558;MA;1121.44;1
WELLA BRASIL LTDA;794029;SUPERMERCADO MORANGUINHO LTDA;87995;CE;11000.00;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;HAPFARMA;93619;CE;1324.48;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARMASUL;100720;PE;56900.00;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;ECONOMIAFARMA;86705;CE;20000.00;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;DROGARIA LIMA;81300;CE;1039.78;1
NEOQUIMICA;47252;R A MACIELCOMERCIAL DE MEDICAMENTOS LTDA;118536;CE;2000.00;1
NEOQUIMICA;47252;FARMACIA BEM ESTAR;95881;CE;1800.00;1
SOFTYS BRASIL LTDA;789603;FARMACIA E DROGARIA ROMAO;97494;CE;5000.06;1
BIOSINTETICA FARMACEUTICA LTDA;7676;NOSSA FARMACIA;90446;CE;429.60;1
TORRENT DO BRASIL LTDA;792019;DROGARIA CRISTHUS;81254;CE;1010.60;1
NEOQUIMICA;47252;FARMACIA CENTER POPULAR (LJ 5)C CRISTO R;81356;CE;6023.00;1
MILI S/A;789168;DROGARIA BITU;104011;CE;1211.00;1
NATULAB LABORATORIO LTDA;33057;FARMACIA BANABUIU;88665;CE;2000.00;1
NATULAB LABORATORIO LTDA;33057;DROGARIA POPULAR;93661;CE;3103.97;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;FARMALOPES;120928;CE;1371.92;1
NEOQUIMICA;47252;DROGARIA ULTRA POPULAR;92997;MA;2406.36;1
NEOQUIMICA;47252;BENFARMA;98006;CE;2845.94;1
ACCUMED PROD MED HOSP LTDA;48933;IBIFARMA COMERCIO DE PRODUTOS FARMACEUTICOS E HOSPITALARES;118722;CE;1569.26;1
NATULAB LABORATORIO LTDA;33057;DROGARIA DEMAIS POPULAR;104265;CE;1651.50;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;JOSE DION FREITAS EIRELI ME;95528;CE;5278.90;1
SOFTYS BRASIL LTDA;789603;FARMACIA JC;103658;PE;25024.50;1
SOFTYS BRASIL LTDA;789603;FARME BRITO DISTRIBUIDORA;4672;BA;100000.00;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMACIA CAMPELO;81304;CE;1100.00;1
EMS S/A;5582;MEGA FARMA;74314;MA;4504.23;1
NEOQUIMICA;47252;FARMACIA SANFARMA;91259;CE;20000.00;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;FCIA DO TRABALHOR DE;92963;MA;1600.34;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;FARMACIA CENTRAL;99838;BA;715.20;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;FARMACIA DO PRECO POPULAR;123399;CE;32538.00;2
MILI S/A;789168;EXTRA SAO JOSE COMERCIO DE ALIMENTOS LTDA;87326;CE;10393.94;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;CENTRAL POPULAR;8603;BA;2759.08;1
NEOQUIMICA;47252;FARMACIA BOM PRECO;93183;CE;2977.80;1
SOFTYS BRASIL LTDA;789603;FARMACIA PORTELA EIRELI;94259;CE;18838.20;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;ATENDBEM FL 5;7057;BA;524.94;1
GERMED FARMACEUTICA LTDA;53333;DROGARIA POUPE JA;100901;PE;614.20;1
EMS S/A;5582;FARMACIA NOVA FARMA;120610;CE;1005.61;1
ACCUMED PROD MED HOSP LTDA;48933;FARMACIA SAO FRANCISCO;127331;CE;1430.61;1
SOFTYS BRASIL LTDA;789603;FARMACIA PLANETA LTDA ME;93346;CE;11736.93;1
NEOQUIMICA;47252;FARMACIA SAO GONCALO;80392;CE;2819.45;1
EMS S/A;5582;FARMACIA SAO JOSE IPU EIRELI;80672;CE;2281.20;1
CERAS JOHNSON LTDA;790595;FARMACIA PACATUBA;81330;CE;2083.91;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;OLIVEIRA E SOUSA COM DE PROD.;90920;CE;1033.05;1
NEOQUIMICA;47252;COMERCIAL DE MEDICAMENTOS NUNES LTDA;80564;CE;9844.00;1
EMS S/A;5582;DROGARIA BITU;104011;CE;644.30;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;31;FARMACIA JAGUARIBANA;81191;CE;1027.00;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;FARMACIA DR NAHIN;93405;CE;1148.48;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMACIA E DROGARIA ROMAO;97494;CE;1169.78;1
MILI S/A;789168;FARMACIA MODERNA;81846;CE;5016.00;1
ACCUMED PROD MED HOSP LTDA;48933;FARM.VASCONCELOS;80502;CE;3817.58;1
ACCUMED PROD MED HOSP LTDA;48933;DROGARIA BITU;104011;CE;2562.93;1
NEOQUIMICA;47252;ATENDBEM FL2;7057;BA;15000.00;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;DROGARIAS CAETES;100933;PE;16000.00;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;FARMACIA SAO MIGUEL;81413;CE;1564.76;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;PRO SAUDE;84079;CE;1076.04;1
LOLLY BABY PRODUTOS INFANTIS L;30083;FARMACIA SANTA TERESINHA;56456;PI;1708.09;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARME BRITO;4672;BA;160000.00;1
NEOQUIMICA;47252;FARMACIA DO ARCO;80318;CE;20000.00;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;DROGARIAS ULTRA POPULAR ;95647;MA;2238.30;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;FARM.SOLONOPOLES;80564;CE;20000.00;1
GERMED FARMACEUTICA LTDA;53333;DROGARIA MULTIFARMA;240;BA;15000.00;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;B B BEZERRA & CIA LTDA-ME;60798;PI;1013.42;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;JOSE LEONARDO F LTDA;131831;CE;1570.00;1
NATULAB LABORATORIO LTDA;33057;DROG VILA PALMEIRA;75086;MA;1058.38;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;FARMACIA CAMPELO;81304;CE;1757.36;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;31;DROGARIA SAO FRANCISCO;81074;CE;1012.18;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;DROGARIAS ULTRA POPULAR;97835;CE;35000.00;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;JC COMERCIAL VAREJO LTDA;96045;CE;2897.56;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;B B BEZERRA & CIA LTDA-ME;60798;PI;3911.58;1
EMS S/A;5582;DROGARIA PADRE CICERO;81217;CE;4585.32;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARMACIA MAIS SAUDE;130759;CE;849.12;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMACIA PACATUBA;81330;CE;1747.88;1
NATULAB LABORATORIO LTDA;33057;DROGARIA POPULAR HOLANDA;94120;MA;8133.01;1
ACCUMED PROD MED HOSP LTDA;48933;DROGA VIDA;89012;CE;1247.72;1
NEOQUIMICA;47252;DROGARIA SAO FRANCISCO;81074;CE;4132.16;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;FARMACIA VITORIA;124075;PI;7670.42;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;FARMACIA AVENIDA;7565;BA;4904.82;3
KIMBERLY-CLARK BRASIL IND.E CO;30241;SOCORRO FARMACEUTICO;92902;MA;1119.68;1
NEOQUIMICA;47252;FARMACIA CAMPELO;81304;CE;787.50;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;FARMACIA CONVIVA CAUCAIA;91259;CE;3654.26;1
SOFTYS BRASIL LTDA;789603;DROGARIAS ULTRA POPULAR;97835;CE;11377.10;1
NATULAB LABORATORIO LTDA;33057;FARMAROSSI;93516;CE;2755.15;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;CEGIANE GESSICA A MONTEIRO ME;77160;CE;3105.13;1
EMS S/A;5582;VARJOFARMA;95462;CE;5445.70;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;FARMACIA MENOR PREÇO;7971;BA;5371.66;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;DROGARIA FRANCILIO FILIAL 2;95621;PI;5990.52;1
SOFTYS BRASIL LTDA;789603;FARMACIA PORTELA CE LTDA;94259;CE;8547.14;1
NATULAB LABORATORIO LTDA;33057;FARMACIA DO TRABALHADOR;95212;MA;5392.40;1
WELLA BRASIL LTDA;794029;SUPERFARMA;86849;CE;2000.00;1
ACCUMED PROD MED HOSP LTDA;48933;FARMACIA PRO VIDA LJ 01 (MATRIZ);86285;CE;9973.42;1
NEOQUIMICA;47252;FARMACIA POPULAR CENTRAL 2;91357;CE;118513.80;1
HIDROLIGHT DO BRASIL S.A;791209;FERNANDES FARMA;96481;CE;2270.58;1
SOFTYS BRASIL LTDA;789603;FARMACIA NOGUEIRA;119544;CE;210000.00;1
NEOQUIMICA;47252;FARMACIA ALMEIDA;122896;CE;1040.34;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;CEFARMA;97412;CE;1470.00;1
EMS S/A;5582;LOJA 7;85007;CE;20000.00;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;DROGARIAS ULTRA POPULAR;96349;MA;20176.62;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;GRUPO TOTAL;10000;CE;4364.22;4
LOLLY BABY PRODUTOS INFANTIS L;30083;BARBARA ANANDA COSTA CAMPOS AVELINO;119573;CE;2411.01;1
BIOSINTETICA FARMACEUTICA LTDA;7676;DROGARIA RENDE MAIS ;119511;MA;333.60;1
LOLLY BABY PRODUTOS INFANTIS L;30083;N C LIMA SUPERMERCADOS LTDA;82333;CE;7576.74;1
GERMED FARMACEUTICA LTDA;53333;FARMACIA SAO FRANCISCO;127331;CE;4962.04;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;FARMACIA MAIS SAUDE;130759;CE;225.65;1
SOFTYS BRASIL LTDA;789603;MARCIA JORDANA ARAUJO LIMA;95658;CE;12022.36;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;DROGARIA FRANCILIO FILIAL 2;95621;PI;3666.96;1
SOFTYS BRASIL LTDA;789603;FARMACIA DR NAHIN;93405;CE;10199.56;1
EMS S/A;5582;DROG SOUSA;60658;PI;11057.44;1
LABORATORIO GLOBO LTDA;31305;DROGARIA NOVA;92724;MA;1296.74;1
SOFTYS BRASIL LTDA;789603;UDI PERFUMARIA;122183;BA;22955.40;1
GEOLAB IND FARMACEUTICA S/A;33928;FARMACIA SAO MIGUEL;72753;MA;9630.12;1
EMS S/A;5582;FARMACIA PRO-VIDA;86285;CE;460.00;1
NEOQUIMICA;47252;FARMACIA SANTA CECILIA;86252;CE;1884.38;1
GEOLAB IND FARMACEUTICA S/A;33928;DROGAFARMA;80318;CE;2435.57;1
NEOQUIMICA;47252;DROGARIA AGUIA;93183;CE;2939.10;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;31;FARMACIA FARMA FORTE;131180;CE;2215.87;1
TORRENT DO BRASIL LTDA;792019;FARMACIA PROVIDA LTDA;86285;CE;3908.15;1
GERMED FARMACEUTICA LTDA;53333;FARMACIA CARIRI;85799;CE;1689.00;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;31;FARMACIA VITORIA;124075;PI;1070.26;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;31;FARMACIA GENTIL;83453;CE;3235.02;4
NEOQUIMICA;47252;FCIA SAUDE DO TRABALHADOR;75698;MA;3197.28;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;FARMACIA SAO PEDRO;88472;CE;2802.17;1
NEOQUIMICA;47252;FARMACIA A LARANJINHA;103450;PE;2010.03;1
SOFTYS BRASIL LTDA;789603;FARMACIA ZILMA;96097;CE;10125.64;1
TORRENT DO BRASIL LTDA;792019;FARMACIA SAO BENTO ;96970;CE;508.47;1
ACCUMED PROD MED HOSP LTDA;48933;FARMACIA SAMPAIO;125385;CE;2088.21;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMACIA DO ARCO;80318;CE;2049.12;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;FARMACIA MEDICAMENTOS REGIS;89950;CE;1801.30;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;FARMACIA MENORPRECO LTDA ME;92077;CE;1042.21;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;COMPLEXO FHARMA;93179;CE;2042.75;1
ACCUMED PROD MED HOSP LTDA;48933;FCIA ITINGA;92617;MA;1724.38;1
BIOSINTETICA FARMACEUTICA LTDA;7676;ARAUJO E ANDRADE EMPREENDIMENT;93405;CE;1935.00;1
HIDROLIGHT DO BRASIL S.A;791209;FARMACIA PROVIDA LTDA;86285;CE;2213.88;1
GERMED FARMACEUTICA LTDA;53333;FARM.MEDICAL;81399;CE;2023.00;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARMACIA G6;101723;PE;959.80;1
HIDROLIGHT DO BRASIL S.A;791209;FARMACIA IDEAL;97922;CE;2024.31;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;DROGARIAS ULTRAMAX;95647;MA;1057.74;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMACIA IDEAL;97922;CE;1180.83;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;FARMACIA VITORIA;124075;PI;2060.14;1
NEOQUIMICA;47252;FARMACIA MAIS SAUDE;130759;CE;1322.44;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;FARMACIA SAO MIGUEL;72753;MA;2969.95;1
ACCUMED PROD MED HOSP LTDA;48933;FARMACIA PALMACIA;87198;CE;3093.46;1
NATULAB LABORATORIO LTDA;33057;A E B COMERCIO DE PRODUTOS FA;90866;CE;2011.06;1
NEOQUIMICA;47252;DROGARIA A FAVORITA;92940;MA;40268.00;2
GEOLAB IND FARMACEUTICA S/A;33928;FARMACIA BANABUIU;88665;CE;9104.62;1
EMS S/A;5582;SOCORRO FARMACEUTICO;92902;MA;1017.70;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;FARMACIA CENTER POPULAR (LJ 5)C CRISTO R;81356;CE;2666.58;1
TORRENT DO BRASIL LTDA;792019;FARMACIA PRO-VIDA;86285;CE;739.37;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;FARMACIA SANTANA;93405;CE;2920.36;1
NEOQUIMICA;47252;TELEFARMA;96743;CE;2691.00;1
MILI S/A;789168;CEFARMA;97412;CE;34534.11;4
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;FCIA DO TRABALHOR DE;92963;MA;1163.80;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;DROGARIA FRANCILIO FILIAL 2;95621;PI;5133.92;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;L P VAZ ME;92997;MA;2146.41;1
ACCUMED PROD MED HOSP LTDA;48933;FARMACIA CAVALCANTE;122935;PE;4269.70;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;DROGARIA SANTA TEREZINHA;89399;CE;1769.61;1
LOLLY BABY PRODUTOS INFANTIS L;30083;FARMACIA SANTA TERESINHA II;56456;PI;1509.65;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;FARMACIA TEND TUDO;100665;PE;2673.75;2
LABORATORIO GLOBO LTDA;31305;FCIA GENERICA DE TUT;92914;MA;1101.40;1
WELLA BRASIL LTDA;794029;SUPERMERCADO MORANGUINHO;87995;CE;17000.00;3
KLEY HERTZ DISTRIBUIDORA LTDA;789423;FARMACIA CARIRI;85799;CE;2171.77;1
WELLA BRASIL LTDA;794029;VAREJAO DOS COMPRIMIDOS MARTINS;93262;CE;1000.00;1
ACCUMED PROD MED HOSP LTDA;48933;DROG BETEL 4;1136;BA;974.66;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;DROGAFARMA;80953;CE;1803.51;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;DROGARIA FRANCILIO SUPER;95621;PI;3666.96;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;SUPERFARMA;86849;CE;10214.77;1
LABORATORIO GLOBO LTDA;31305;FARMACIA TEND TUDO;100665;PE;3460.89;4
SOFTYS BRASIL LTDA;789603;RAPHAELA RODRIGUES BARBOSA ME;98980;CE;5085.58;1
EMS S/A;5582;FARMACIA SAO FRANCISCO;127331;CE;3487.82;1
LOLLY BABY PRODUTOS INFANTIS L;30083;COEMDIBRA;84816;CE;5091.61;1
TORRENT DO BRASIL LTDA;792019;ECONOMIAFARMA;86705;CE;6000.00;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;PHARMAFACIL DRUGSTORE EIRELI;95199;CE;2612.89;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;FARMACIA REALCE;80088;CE;3347.00;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;GELSUE NOBRE DO NASCIMENTO;95490;CE;1002.14;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;JD ATACADISTA;130173;CE;10069.92;1
BIOSINTETICA FARMACEUTICA LTDA;7676;VAREJAO DOS COMPRIMIDOS MARTINS;93262;CE;1007.64;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;FARMACIA SAO GONCALO;80392;CE;611.10;1
ACCUMED PROD MED HOSP LTDA;48933;AMERICA DROGARIAS 2;97011;PI;2361.44;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;M. MICHELLE SARAIVA MOREIRA ME;80588;CE;1687.84;1
TORRENT DO BRASIL LTDA;792019;ATENDBEM FL2;7057;BA;14713.00;1
NEOQUIMICA;47252;FARMACIA DA ECONOMIA CEARENSE LTDA FILIAL 21;86705;CE;100000.00;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;GRUPO TOTAL;10000;CE;9957.11;6
BIOSINTETICA FARMACEUTICA LTDA;7676;FCIA GENERICA DE TUT;92914;MA;2300.32;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;FERNANDES FARMA;96481;CE;2001.32;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;DROGARIA SANTA TEREZINHA;89399;CE;1013.60;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;CEGIANE GESSICA A MONTEIRO ME;77160;CE;1045.02;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;PRO-SAUDE;84079;CE;19592.48;1
BIOSINTETICA FARMACEUTICA LTDA;7676;JOSE WILKER MARTINS DA SILVA;96621;CE;4063.36;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;FARMACIA SOLONOPOLE;80564;CE;1594.65;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;DROGARIA DEMAIS POPULAR;104265;CE;344.76;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;FARMACIA DO TRABALHADOR;95212;MA;4119.80;1
LABORATORIO GLOBO LTDA;31305;FARM.ELTON;80588;CE;1408.83;1
NEOQUIMICA;47252;FARMACIA DO PRECO POPULAR;123399;CE;30000.00;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARMACIA J. C.;100492;PE;1020.80;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;DROGARIA ULTRA POPULAR;7057;BA;521.94;1
SOFTYS BRASIL LTDA;789603;HYPER POPULAR;129416;CE;6259.95;1
ACCUMED PROD MED HOSP LTDA;48933;DROGAFARMA;80318;CE;3924.00;1
SOFTYS BRASIL LTDA;789603;FARMACIA DO TRABALHADOR DO NORDESTE;10011;BA;16078.00;2
SOFTYS BRASIL LTDA;789603;FARMACIA SOLONOPOLE;80564;CE;59546.92;1
BIOSINTETICA FARMACEUTICA LTDA;7676;JOSE WELLIGTON DA SILVA EIRELI;93593;CE;3350.00;1
GEOLAB IND FARMACEUTICA S/A;33928;RHAABE DE KASSIA FONTELES DOS SANTOS ME;99150;CE;3141.50;1
LABORATORIO GLOBO LTDA;31305;FARMACIA EXTRA POPULAR;102810;PE;1321.56;1
TORRENT DO BRASIL LTDA;792019;FARMACIA EMILIANA;60550;PI;1001.78;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMACIA PROVIDA ( LOJA 06 );86285;CE;4384.64;1
LOLLY BABY PRODUTOS INFANTIS L;30083;FARMACIA NOVA FARMA;120610;CE;4041.28;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;FARMACIA MURILO FARMA;121394;CE;832.36;1
HIDROLIGHT DO BRASIL S.A;791209;FARMACIA ORIGINALFARMA;88659;CE;2406.00;1
TORRENT DO BRASIL LTDA;792019;MEGAFARMA ;119061;PI;1632.00;1
BIOSINTETICA FARMACEUTICA LTDA;7676;DROGARIA A FAVORITA;92940;MA;2120.18;1
ACCUMED PROD MED HOSP LTDA;48933;FARMACIA SANTA TERESINHA III;56456;PI;2295.77;1
LABORATORIO GLOBO LTDA;31305;FARMACIA SAO PEDRO;88472;CE;2726.82;1
NEOQUIMICA;47252;FARMACIA SUPER PRECO BAIXO;98035;CE;1973.00;1
TORRENT DO BRASIL LTDA;792019;B B BEZERRA & CIA LTDA-ME;60798;PI;2279.52;1
NEOQUIMICA;47252;FARMACIA PECHINCHA;130722;CE;8502.54;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;FCIA GENERICA DE TUT;92914;MA;2058.80;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;BRASIL FARMA;93120;CE;1134.21;1
EMS S/A;5582;ULTRA POPULAR;96359;MA;30000.00;1
LABORATORIO GLOBO LTDA;31305;DROGARIA FEITOSA;80467;CE;1999.27;1
LABORATORIO GLOBO LTDA;31305;DROGARIA MEGA POPULAR ;95683;MA;5012.03;1
TORRENT DO BRASIL LTDA;792019;FCIA PATRICIA;2961;BA;1327.90;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;BIGFORT FARMACIAS;99256;BA;181000.00;1
SOFTYS BRASIL LTDA;789603;DROGA CENTER;60798;PI;5008.41;1
GEOLAB IND FARMACEUTICA S/A;33928;SERRANA FARMA;96621;CE;8148.15;2
GEOLAB IND FARMACEUTICA S/A;33928;DROGASOL;92558;MA;1082.03;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;FARMACIA SAO JOSE;86926;CE;1587.06;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMACIA ALDESUL (MATRIZ);80576;CE;964.00;1
TORRENT DO BRASIL LTDA;792019;DROGAVIDA;89012;CE;3472.90;1
EMS S/A;5582;FARMACIA GENTIL;83453;CE;6500.80;2
GEOLAB IND FARMACEUTICA S/A;33928;MARIA DAS GRACAS M OLIVEIRA ME;95167;CE;2311.22;1
WELLA BRASIL LTDA;794029;LOJA 7;85007;CE;12000.00;1
LABORATORIO GLOBO LTDA;31305;RICARDO DIAS CARDOSO;94305;MA;5008.06;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;GILVAN FACHINI 58882154068;96557;CE;2640.00;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;31;FARMACIA DO TRABALHADOR;95212;MA;754.15;1
NATULAB LABORATORIO LTDA;33057;FARMACIAS DO TRABALHADOR VIVA BEM;97917;MA;1376.08;1
HIDROLIGHT DO BRASIL S.A;791209;FARMACIA SAO PEDRO;88472;CE;2040.89;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;FARMACIA DO TRABALHADOR DO NORDESTE;10011;BA;5618.20;5
SOFTYS BRASIL LTDA;789603;CEFARMA;97412;CE;49466.59;4
SOFTYS BRASIL LTDA;789603;HIPER POPULAR DROGARIAS;96158;CE;13990.80;1
NEOQUIMICA;47252;VAREJAO DOS COMPRIMIDOS MARTINS;93262;CE;24.21;1
SOFTYS BRASIL LTDA;789603;DROGARIA SANTO ANTONIO;6785;CE;5883.06;1
LABORATORIO GLOBO LTDA;31305;M C CARVALHO COMERCIO FARMACEUTICO LTDA;89397;CE;4461.46;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;FARMACIA DROGAJACK;80979;CE;3645.68;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;FCIA DO TRABALHOR DE;92963;MA;1189.04;1
GERMED FARMACEUTICA LTDA;53333;FARMACIA AVENIDA;7565;BA;5127.00;1
TORRENT DO BRASIL LTDA;792019;COMERCIAL DE MEDICAMENTOS NUNES LTDA;80564;CE;1391.52;1
TORRENT DO BRASIL LTDA;792019;FARMACIA SAO MATEUS;80442;CE;557.73;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;CENTRAL POPULAR SANTA QUITERIA LTDA;118536;CE;653.40;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARMACIA CENTRAL ITINGA;809;BA;12572.00;1
NATULAB LABORATORIO LTDA;33057;FCIA GENERICA DE TUT;92914;MA;2052.32;1
ACCUMED PROD MED HOSP LTDA;48933;FARMACIA PRECO BAIXO;98035;CE;983.40;1
BIOSINTETICA FARMACEUTICA LTDA;7676;DROGARIA SANTO ANTONIO;6785;CE;2428.59;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;C E D COMERCIAL LTDA;88717;CE;6769.76;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;MEGA FARMA;74314;MA;4184.09;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;SUPER PHARMA;104296;CE;660.00;1
NEOQUIMICA;47252;DROGARIA DEMAIS POPULAR;104265;CE;433.68;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;CONCEITO FARMA;98129;CE;3147.78;1
GERMED FARMACEUTICA LTDA;53333;FARMACIA CONVIVA IGUATU;93209;CE;5400.00;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;DROGARIA CARNEIRO;80953;CE;10122.00;2
BIOSINTETICA FARMACEUTICA LTDA;7676;DROG SOUSA;60658;PI;3242.00;1
